Strategy,Terminal P&L
デルタヘッジ,-9.51844
デルタヘッジ,-9.176083
デルタヘッジ,-7.9255466
デルタヘッジ,-8.767673
デルタヘッジ,-9.056196
デルタヘッジ,-10.131591
デルタヘッジ,-6.970826
デルタヘッジ,-6.831937
デルタヘッジ,-6.2732744
デルタヘッジ,-11.303888
デルタヘッジ,-8.599039
デルタヘッジ,-8.150216
デルタヘッジ,-8.195707
デルタヘッジ,-7.5724564
デルタヘッジ,-6.143113
デルタヘッジ,-4.257197
デルタヘッジ,-5.8372936
デルタヘッジ,-7.481378
デルタヘッジ,-8.241781
デルタヘッジ,-10.208933
デルタヘッジ,-6.108832
デルタヘッジ,-8.751883
デルタヘッジ,-7.3616357
デルタヘッジ,-7.7379947
デルタヘッジ,-7.471955
デルタヘッジ,-12.286202
デルタヘッジ,-7.2876673
デルタヘッジ,-7.61931
デルタヘッジ,-7.762463
デルタヘッジ,-6.561656
デルタヘッジ,-4.6163225
デルタヘッジ,-9.538462
デルタヘッジ,-6.804533
デルタヘッジ,-10.429457
デルタヘッジ,-7.3217874
デルタヘッジ,-9.789102
デルタヘッジ,-6.912451
デルタヘッジ,-6.475127
デルタヘッジ,-7.0027795
デルタヘッジ,-7.9353023
デルタヘッジ,-6.7130694
デルタヘッジ,-7.5789943
デルタヘッジ,-8.770437
デルタヘッジ,-10.572059
デルタヘッジ,-4.8414297
デルタヘッジ,-7.930702
デルタヘッジ,-9.3224
デルタヘッジ,-7.624009
デルタヘッジ,-6.0700426
デルタヘッジ,-10.909287
デルタヘッジ,-9.0961075
デルタヘッジ,-10.304187
デルタヘッジ,-8.736236
デルタヘッジ,-7.282383
デルタヘッジ,-6.1713705
デルタヘッジ,-8.567037
デルタヘッジ,-2.9412832
デルタヘッジ,-4.2387757
デルタヘッジ,-6.951163
デルタヘッジ,-10.390813
デルタヘッジ,-9.413915
デルタヘッジ,-6.5741925
デルタヘッジ,-8.047214
デルタヘッジ,-9.486399
デルタヘッジ,-12.742178
デルタヘッジ,-11.254551
デルタヘッジ,-8.330853
デルタヘッジ,-6.359018
デルタヘッジ,-8.172704
デルタヘッジ,-4.198777
デルタヘッジ,-10.67258
デルタヘッジ,-7.293089
デルタヘッジ,-6.055181
デルタヘッジ,-9.026407
デルタヘッジ,-7.4984875
デルタヘッジ,-7.1623597
デルタヘッジ,-5.944232
デルタヘッジ,-9.996238
デルタヘッジ,-7.5009174
デルタヘッジ,-10.881267
デルタヘッジ,-6.8521647
デルタヘッジ,-5.4619193
デルタヘッジ,-11.046115
デルタヘッジ,-7.6888347
デルタヘッジ,-4.1949835
デルタヘッジ,-10.115215
デルタヘッジ,-9.627103
デルタヘッジ,-8.745682
デルタヘッジ,-10.880356
デルタヘッジ,-5.402631
デルタヘッジ,-7.741257
デルタヘッジ,-7.224842
デルタヘッジ,-10.447455
デルタヘッジ,-9.963449
デルタヘッジ,-7.547664
デルタヘッジ,-8.208763
デルタヘッジ,-10.610278
デルタヘッジ,-8.488769
デルタヘッジ,-5.7827206
デルタヘッジ,-8.101269
デルタヘッジ,-8.419321
デルタヘッジ,-9.448228
デルタヘッジ,-7.1377687
デルタヘッジ,-6.8401012
デルタヘッジ,-6.564703
デルタヘッジ,-6.952591
デルタヘッジ,-11.666425
デルタヘッジ,-8.206144
デルタヘッジ,-9.403957
デルタヘッジ,-8.2054
デルタヘッジ,-11.7456875
デルタヘッジ,-9.218822
デルタヘッジ,-8.060832
デルタヘッジ,-7.511486
デルタヘッジ,-5.6644144
デルタヘッジ,-9.784012
デルタヘッジ,-7.0615845
デルタヘッジ,-8.8143835
デルタヘッジ,-7.4634776
デルタヘッジ,-10.856275
デルタヘッジ,-5.2122874
デルタヘッジ,-6.937374
デルタヘッジ,-8.370188
デルタヘッジ,-7.7187967
デルタヘッジ,-6.391253
デルタヘッジ,-11.242744
デルタヘッジ,-5.324496
デルタヘッジ,-10.326834
デルタヘッジ,-11.421178
デルタヘッジ,-4.4021525
デルタヘッジ,-7.8406615
デルタヘッジ,-8.288248
デルタヘッジ,-5.8735
デルタヘッジ,-8.47458
デルタヘッジ,-8.693887
デルタヘッジ,-8.29985
デルタヘッジ,-6.4518185
デルタヘッジ,-3.3196394
デルタヘッジ,-8.157776
デルタヘッジ,-8.214403
デルタヘッジ,-6.794192
デルタヘッジ,-4.708956
デルタヘッジ,-9.937058
デルタヘッジ,-8.624193
デルタヘッジ,-7.9213357
デルタヘッジ,-7.610289
デルタヘッジ,-6.814007
デルタヘッジ,-10.112927
デルタヘッジ,-5.3183193
デルタヘッジ,-7.389757
デルタヘッジ,-8.786934
デルタヘッジ,-8.489995
デルタヘッジ,-6.078618
デルタヘッジ,-10.750793
デルタヘッジ,-12.356144
デルタヘッジ,-9.453295
デルタヘッジ,-7.6376786
デルタヘッジ,-7.2260036
デルタヘッジ,-8.540095
デルタヘッジ,-7.117823
デルタヘッジ,-8.877166
デルタヘッジ,-8.02341
デルタヘッジ,-7.7165093
デルタヘッジ,-7.398041
デルタヘッジ,-5.844652
デルタヘッジ,-7.7756963
デルタヘッジ,-7.527459
デルタヘッジ,-8.519952
デルタヘッジ,-12.28379
デルタヘッジ,-7.6882186
デルタヘッジ,-11.620502
デルタヘッジ,-9.623509
デルタヘッジ,-3.8683047
デルタヘッジ,-9.7484665
デルタヘッジ,-7.045365
デルタヘッジ,-8.714445
デルタヘッジ,-7.775767
デルタヘッジ,-9.649163
デルタヘッジ,-8.616961
デルタヘッジ,-6.958573
デルタヘッジ,-8.649253
デルタヘッジ,-6.1698937
デルタヘッジ,-7.596418
デルタヘッジ,-9.45992
デルタヘッジ,-7.8018656
デルタヘッジ,-10.876781
デルタヘッジ,-3.079288
デルタヘッジ,-6.912341
デルタヘッジ,-7.9127812
デルタヘッジ,-8.316684
デルタヘッジ,-10.005015
デルタヘッジ,-9.17085
デルタヘッジ,-7.3376718
デルタヘッジ,-7.5097103
デルタヘッジ,-8.761753
デルタヘッジ,-8.453012
デルタヘッジ,-6.6096983
デルタヘッジ,-12.263551
デルタヘッジ,-8.077817
デルタヘッジ,-10.270492
デルタヘッジ,-7.9804897
デルタヘッジ,-8.376096
デルタヘッジ,-6.416549
デルタヘッジ,-9.594013
デルタヘッジ,-8.120265
デルタヘッジ,-6.3527265
デルタヘッジ,-10.298237
デルタヘッジ,-9.832352
デルタヘッジ,-11.5494375
デルタヘッジ,-7.4659986
デルタヘッジ,-10.322388
デルタヘッジ,-7.255476
デルタヘッジ,-10.754879
デルタヘッジ,-6.0179915
デルタヘッジ,-10.304782
デルタヘッジ,-12.6282425
デルタヘッジ,-5.7193823
デルタヘッジ,-8.085124
デルタヘッジ,-8.756571
デルタヘッジ,-7.624949
デルタヘッジ,-5.4663115
デルタヘッジ,-9.1868305
デルタヘッジ,-9.461489
デルタヘッジ,-5.2712693
デルタヘッジ,-12.244772
デルタヘッジ,-9.23813
デルタヘッジ,-8.03837
デルタヘッジ,-4.4472404
デルタヘッジ,-8.805862
デルタヘッジ,-7.0141473
デルタヘッジ,-3.001842
デルタヘッジ,-9.62544
デルタヘッジ,-4.0236516
デルタヘッジ,-7.856855
デルタヘッジ,-7.4998507
デルタヘッジ,-1.9461478
デルタヘッジ,-5.2354856
デルタヘッジ,-9.471266
デルタヘッジ,-8.718014
デルタヘッジ,-8.465461
デルタヘッジ,-6.643838
デルタヘッジ,-7.0327516
デルタヘッジ,-7.5717373
デルタヘッジ,-16.20704
デルタヘッジ,-9.334988
デルタヘッジ,-9.316118
デルタヘッジ,-6.2366257
デルタヘッジ,-9.433512
デルタヘッジ,-6.4651246
デルタヘッジ,-7.1992073
デルタヘッジ,-7.7939906
デルタヘッジ,-7.206706
デルタヘッジ,-7.6509905
デルタヘッジ,-8.950354
デルタヘッジ,-8.29608
デルタヘッジ,-9.683163
デルタヘッジ,-7.123467
デルタヘッジ,-8.74215
デルタヘッジ,-8.005592
デルタヘッジ,-6.4433265
デルタヘッジ,-7.324581
デルタヘッジ,-13.23974
デルタヘッジ,-16.592093
デルタヘッジ,-7.703389
デルタヘッジ,-8.666366
デルタヘッジ,-9.038764
デルタヘッジ,-7.5325108
デルタヘッジ,-6.3283668
デルタヘッジ,-8.296614
デルタヘッジ,-7.0005345
デルタヘッジ,-10.966284
デルタヘッジ,-7.1424785
デルタヘッジ,-8.738637
デルタヘッジ,-13.945624
デルタヘッジ,-8.386483
デルタヘッジ,-8.114089
デルタヘッジ,-10.070878
デルタヘッジ,-9.2798605
デルタヘッジ,-6.5516686
デルタヘッジ,-7.6193357
デルタヘッジ,-7.2958474
デルタヘッジ,-7.2177086
デルタヘッジ,-6.4319654
デルタヘッジ,-6.8387375
デルタヘッジ,-8.535233
デルタヘッジ,-9.616796
デルタヘッジ,-9.605724
デルタヘッジ,-8.423158
デルタヘッジ,-5.132842
デルタヘッジ,-9.493075
デルタヘッジ,-7.1504397
デルタヘッジ,-10.486305
デルタヘッジ,-8.716557
デルタヘッジ,-10.994087
デルタヘッジ,-13.6338215
デルタヘッジ,-9.77167
デルタヘッジ,-9.578281
デルタヘッジ,-7.0421205
デルタヘッジ,-9.043427
デルタヘッジ,-7.4082465
デルタヘッジ,-11.588638
デルタヘッジ,-9.994005
デルタヘッジ,-7.781408
デルタヘッジ,-8.045315
デルタヘッジ,-10.496353
デルタヘッジ,-10.225679
デルタヘッジ,-9.0857725
デルタヘッジ,-12.300452
デルタヘッジ,-8.110693
デルタヘッジ,-7.540891
デルタヘッジ,-7.545659
デルタヘッジ,-6.681878
デルタヘッジ,-11.511235
デルタヘッジ,-8.638962
デルタヘッジ,-6.5176096
デルタヘッジ,-9.355378
デルタヘッジ,-7.7843924
デルタヘッジ,-9.325754
デルタヘッジ,-9.617498
デルタヘッジ,-9.13704
デルタヘッジ,-8.246017
デルタヘッジ,-6.778512
デルタヘッジ,-5.826903
デルタヘッジ,-8.042552
デルタヘッジ,-8.9049425
デルタヘッジ,-11.641244
デルタヘッジ,-9.793972
デルタヘッジ,-8.071336
デルタヘッジ,-7.726001
デルタヘッジ,-7.480697
デルタヘッジ,-9.795359
デルタヘッジ,-8.317284
デルタヘッジ,-6.7757072
デルタヘッジ,-8.53946
デルタヘッジ,-2.2432294
デルタヘッジ,-6.8429728
デルタヘッジ,-8.636147
デルタヘッジ,-9.018162
デルタヘッジ,-8.562037
デルタヘッジ,-4.788938
デルタヘッジ,-6.120556
デルタヘッジ,-7.78334
デルタヘッジ,-5.642895
デルタヘッジ,-8.695123
デルタヘッジ,-12.542272
デルタヘッジ,-6.593993
デルタヘッジ,-6.368721
デルタヘッジ,-10.505884
デルタヘッジ,-9.017275
デルタヘッジ,-11.406551
デルタヘッジ,-10.797165
デルタヘッジ,-7.756891
デルタヘッジ,-10.470411
デルタヘッジ,-7.6254992
デルタヘッジ,-5.8787727
デルタヘッジ,-10.0637
デルタヘッジ,-9.661736
デルタヘッジ,-7.818209
デルタヘッジ,-5.0908284
デルタヘッジ,-9.164376
デルタヘッジ,-11.733073
デルタヘッジ,-10.648089
デルタヘッジ,-9.4365015
デルタヘッジ,-8.39059
デルタヘッジ,-7.2192545
デルタヘッジ,-8.067481
デルタヘッジ,-7.18224
デルタヘッジ,-9.319993
デルタヘッジ,-5.2729793
デルタヘッジ,-8.127365
デルタヘッジ,-7.5855813
デルタヘッジ,-10.197618
デルタヘッジ,-7.6574206
デルタヘッジ,-5.0483074
デルタヘッジ,-7.115184
デルタヘッジ,-6.392741
デルタヘッジ,-4.825011
デルタヘッジ,-10.626405
デルタヘッジ,-7.672706
デルタヘッジ,-6.7504973
デルタヘッジ,-7.7430916
デルタヘッジ,-8.714582
デルタヘッジ,-13.239427
デルタヘッジ,-9.490412
デルタヘッジ,-7.6197243
デルタヘッジ,-9.595554
デルタヘッジ,-8.774219
デルタヘッジ,-7.213504
デルタヘッジ,-5.164633
デルタヘッジ,-8.475188
デルタヘッジ,-6.9763494
デルタヘッジ,-9.985175
デルタヘッジ,-6.230995
デルタヘッジ,-7.2412906
デルタヘッジ,-5.886976
デルタヘッジ,-8.696227
デルタヘッジ,-9.764453
デルタヘッジ,-8.766996
デルタヘッジ,-7.4441676
デルタヘッジ,-9.958399
デルタヘッジ,-6.1246123
デルタヘッジ,-6.993675
デルタヘッジ,-8.178885
デルタヘッジ,-8.022316
デルタヘッジ,-8.388401
デルタヘッジ,-6.954645
デルタヘッジ,-9.495041
デルタヘッジ,-9.738421
デルタヘッジ,-6.385619
デルタヘッジ,-10.572029
デルタヘッジ,-4.629226
デルタヘッジ,-2.9602365
デルタヘッジ,-6.0067554
デルタヘッジ,-8.739636
デルタヘッジ,-4.4499474
デルタヘッジ,-7.525654
デルタヘッジ,-5.1869802
デルタヘッジ,-7.9532046
デルタヘッジ,-10.062971
デルタヘッジ,-7.036972
デルタヘッジ,-15.634583
デルタヘッジ,-10.490173
デルタヘッジ,-6.824555
デルタヘッジ,-8.015139
デルタヘッジ,-10.682877
デルタヘッジ,-7.6031165
デルタヘッジ,-6.3843894
デルタヘッジ,-6.976399
デルタヘッジ,-9.677692
デルタヘッジ,-9.200179
デルタヘッジ,-8.017703
デルタヘッジ,-8.528574
デルタヘッジ,-4.8033624
デルタヘッジ,-11.429119
デルタヘッジ,-8.873974
デルタヘッジ,-6.2244005
デルタヘッジ,-6.3517847
デルタヘッジ,-11.444292
デルタヘッジ,-10.913084
デルタヘッジ,-8.750397
デルタヘッジ,-8.568123
デルタヘッジ,-8.243288
デルタヘッジ,-5.22331
デルタヘッジ,-7.9450545
デルタヘッジ,-5.4007916
デルタヘッジ,-5.4330106
デルタヘッジ,-7.3535695
デルタヘッジ,-12.381284
デルタヘッジ,-6.218182
デルタヘッジ,-8.713241
デルタヘッジ,-10.25683
デルタヘッジ,-10.228554
デルタヘッジ,-9.712468
デルタヘッジ,-7.1150823
デルタヘッジ,-6.7727466
デルタヘッジ,-8.468993
デルタヘッジ,-8.381063
デルタヘッジ,-8.3862505
デルタヘッジ,-9.3867
デルタヘッジ,-8.4017725
デルタヘッジ,-9.965948
デルタヘッジ,-9.014372
デルタヘッジ,-7.1639123
デルタヘッジ,-7.333072
デルタヘッジ,-10.3834095
デルタヘッジ,-11.8843975
デルタヘッジ,-5.5123467
デルタヘッジ,-5.8637824
デルタヘッジ,-6.8726816
デルタヘッジ,-8.01992
デルタヘッジ,-7.842904
デルタヘッジ,-10.872592
デルタヘッジ,-6.8083005
デルタヘッジ,-6.4809027
デルタヘッジ,-8.615012
デルタヘッジ,-5.3108234
デルタヘッジ,-7.964079
デルタヘッジ,-7.031175
デルタヘッジ,-7.810866
デルタヘッジ,-7.745188
デルタヘッジ,-8.230694
デルタヘッジ,-12.778754
デルタヘッジ,-6.418887
デルタヘッジ,-9.871413
デルタヘッジ,-8.70547
デルタヘッジ,-4.6373634
デルタヘッジ,-5.1390767
デルタヘッジ,-7.146947
デルタヘッジ,-6.3859334
デルタヘッジ,-10.559416
デルタヘッジ,-8.807048
デルタヘッジ,-9.198691
デルタヘッジ,-2.5457804
デルタヘッジ,-5.0052543
デルタヘッジ,-6.19775
デルタヘッジ,-7.294567
デルタヘッジ,-7.035208
デルタヘッジ,-9.561719
デルタヘッジ,-7.5742407
デルタヘッジ,-6.8613214
デルタヘッジ,-9.7022915
デルタヘッジ,-6.223327
デルタヘッジ,-5.791287
デルタヘッジ,-4.1049604
デルタヘッジ,-7.606377
デルタヘッジ,-8.309184
デルタヘッジ,-9.786377
デルタヘッジ,-8.891803
デルタヘッジ,-6.0697875
デルタヘッジ,-6.1622224
デルタヘッジ,-7.5520434
デルタヘッジ,-6.1315646
デルタヘッジ,-4.5702896
デルタヘッジ,-4.205766
デルタヘッジ,-9.941068
デルタヘッジ,-10.734914
デルタヘッジ,-2.6420138
デルタヘッジ,-9.855344
デルタヘッジ,-7.1509786
デルタヘッジ,-7.751842
デルタヘッジ,-8.156303
デルタヘッジ,-5.2267814
デルタヘッジ,-8.358163
デルタヘッジ,-5.575726
デルタヘッジ,-10.567319
デルタヘッジ,-9.259776
デルタヘッジ,-7.666929
デルタヘッジ,-10.306243
デルタヘッジ,-7.0277996
デルタヘッジ,-7.6145496
デルタヘッジ,-13.197999
デルタヘッジ,-7.494616
デルタヘッジ,-7.8543754
デルタヘッジ,-7.326963
デルタヘッジ,-7.4610357
デルタヘッジ,-8.59031
デルタヘッジ,-9.079918
デルタヘッジ,-7.8804345
デルタヘッジ,-13.389169
デルタヘッジ,-6.261213
デルタヘッジ,-9.247776
デルタヘッジ,-8.553324
デルタヘッジ,-7.614374
デルタヘッジ,-7.4883375
デルタヘッジ,-9.495264
デルタヘッジ,-7.2528105
デルタヘッジ,-8.437028
デルタヘッジ,-8.493957
デルタヘッジ,-7.596796
デルタヘッジ,-7.151902
デルタヘッジ,-7.56049
デルタヘッジ,-7.635452
デルタヘッジ,-6.6933675
デルタヘッジ,-7.069872
デルタヘッジ,-9.957004
デルタヘッジ,-9.385595
デルタヘッジ,-7.721597
デルタヘッジ,-6.6147065
デルタヘッジ,-11.240294
デルタヘッジ,-5.157857
デルタヘッジ,-9.129096
デルタヘッジ,-9.099129
デルタヘッジ,-11.093044
デルタヘッジ,-7.650754
デルタヘッジ,-7.29979
デルタヘッジ,-5.332911
デルタヘッジ,-10.01033
デルタヘッジ,-3.1307263
デルタヘッジ,-6.031951
デルタヘッジ,-4.925547
デルタヘッジ,-5.812097
デルタヘッジ,-10.741118
デルタヘッジ,-9.305289
デルタヘッジ,-7.815268
デルタヘッジ,-8.179436
デルタヘッジ,-14.023888
デルタヘッジ,-5.4937997
デルタヘッジ,-9.316786
デルタヘッジ,-7.414242
デルタヘッジ,-8.073414
デルタヘッジ,-8.8073
デルタヘッジ,-10.088992
デルタヘッジ,-8.206918
デルタヘッジ,-12.197706
デルタヘッジ,-7.4699445
デルタヘッジ,-10.206704
デルタヘッジ,-10.713618
デルタヘッジ,-9.05298
デルタヘッジ,-7.844612
デルタヘッジ,-6.842064
デルタヘッジ,-6.4785247
デルタヘッジ,-8.3185625
デルタヘッジ,-7.9567327
デルタヘッジ,-9.077121
デルタヘッジ,-7.040197
デルタヘッジ,-4.9365687
デルタヘッジ,-7.6205454
デルタヘッジ,-7.717631
デルタヘッジ,-7.3261943
デルタヘッジ,-5.4153914
デルタヘッジ,-9.496677
デルタヘッジ,-8.678404
デルタヘッジ,-8.712698
デルタヘッジ,-11.022853
デルタヘッジ,-8.229483
デルタヘッジ,-7.7982154
デルタヘッジ,-8.411881
デルタヘッジ,-8.8511915
デルタヘッジ,-10.063004
デルタヘッジ,-8.481875
デルタヘッジ,-8.451803
デルタヘッジ,-8.568996
デルタヘッジ,-9.444508
デルタヘッジ,-9.015742
デルタヘッジ,-4.5022044
デルタヘッジ,-6.062166
デルタヘッジ,-7.9473195
デルタヘッジ,-7.142471
デルタヘッジ,-5.604363
デルタヘッジ,-9.953715
デルタヘッジ,-8.457047
デルタヘッジ,-8.906195
デルタヘッジ,-7.737352
デルタヘッジ,-8.955909
デルタヘッジ,-5.883696
デルタヘッジ,-9.312801
デルタヘッジ,-10.060296
デルタヘッジ,-8.694614
デルタヘッジ,-9.509652
デルタヘッジ,-10.283082
デルタヘッジ,-6.8690104
デルタヘッジ,-8.381904
デルタヘッジ,-6.2903886
デルタヘッジ,-6.411253
デルタヘッジ,-8.565117
デルタヘッジ,-8.3210335
デルタヘッジ,-6.5911303
デルタヘッジ,-8.609269
デルタヘッジ,-8.916671
デルタヘッジ,-6.739791
デルタヘッジ,-9.516998
デルタヘッジ,-9.309432
デルタヘッジ,-8.081573
デルタヘッジ,-11.763838
デルタヘッジ,-5.6889124
デルタヘッジ,-9.276609
デルタヘッジ,-9.008952
デルタヘッジ,-10.578473
デルタヘッジ,-6.4405017
デルタヘッジ,-9.704761
デルタヘッジ,-7.105229
デルタヘッジ,-5.8285255
デルタヘッジ,-7.2902246
デルタヘッジ,-9.274172
デルタヘッジ,-9.662758
デルタヘッジ,-5.6558824
デルタヘッジ,-12.96365
デルタヘッジ,-6.509797
デルタヘッジ,-7.2171764
デルタヘッジ,-8.654092
デルタヘッジ,-16.741476
デルタヘッジ,-7.574518
デルタヘッジ,-10.260052
デルタヘッジ,-8.964815
デルタヘッジ,-5.0291514
デルタヘッジ,-12.489612
デルタヘッジ,-9.912977
デルタヘッジ,-7.5344057
デルタヘッジ,-7.000626
デルタヘッジ,-8.245206
デルタヘッジ,-9.388776
デルタヘッジ,-5.054296
デルタヘッジ,-6.964917
デルタヘッジ,-6.9509106
デルタヘッジ,-6.0621605
デルタヘッジ,-9.9078
デルタヘッジ,-5.75334
デルタヘッジ,-12.466269
デルタヘッジ,-7.0971055
デルタヘッジ,-9.177452
デルタヘッジ,-5.1854935
デルタヘッジ,-21.71203
デルタヘッジ,-8.082189
デルタヘッジ,-6.6162868
デルタヘッジ,-9.620687
デルタヘッジ,-8.787356
デルタヘッジ,-9.58321
デルタヘッジ,-10.55225
デルタヘッジ,-9.529795
デルタヘッジ,-8.767631
デルタヘッジ,-9.749806
デルタヘッジ,-5.237637
デルタヘッジ,-8.10135
デルタヘッジ,-8.810232
デルタヘッジ,-7.11401
デルタヘッジ,-8.957617
デルタヘッジ,-8.828452
デルタヘッジ,-6.1399436
デルタヘッジ,-7.884347
デルタヘッジ,-7.100801
デルタヘッジ,-9.4240265
デルタヘッジ,-8.83
デルタヘッジ,-5.9006853
デルタヘッジ,-9.920239
デルタヘッジ,-8.098054
デルタヘッジ,-8.286944
デルタヘッジ,-11.267606
デルタヘッジ,-6.842834
デルタヘッジ,-11.2324915
デルタヘッジ,-8.933676
デルタヘッジ,-12.350771
デルタヘッジ,-8.683038
デルタヘッジ,-7.4679585
デルタヘッジ,-8.339848
デルタヘッジ,-6.961092
デルタヘッジ,-8.09189
デルタヘッジ,-7.806993
デルタヘッジ,-7.2790933
デルタヘッジ,-8.413158
デルタヘッジ,-5.8304024
デルタヘッジ,-8.091066
デルタヘッジ,-6.8370037
デルタヘッジ,-9.48931
デルタヘッジ,-8.931198
デルタヘッジ,-9.9059105
デルタヘッジ,-9.056785
デルタヘッジ,-6.542557
デルタヘッジ,-7.6858325
デルタヘッジ,-7.13887
デルタヘッジ,-6.2081475
デルタヘッジ,-10.144566
デルタヘッジ,-3.6660113
デルタヘッジ,-9.414862
デルタヘッジ,-7.788212
デルタヘッジ,-6.3880863
デルタヘッジ,-6.2770634
デルタヘッジ,-9.471506
デルタヘッジ,-12.307638
デルタヘッジ,-5.0267653
デルタヘッジ,-7.9001474
デルタヘッジ,-12.6785
デルタヘッジ,-8.925175
デルタヘッジ,-9.673892
デルタヘッジ,-5.396934
デルタヘッジ,-9.307321
デルタヘッジ,-7.6480494
デルタヘッジ,-9.457815
デルタヘッジ,-13.380931
デルタヘッジ,-4.747539
デルタヘッジ,-5.4203653
デルタヘッジ,-12.479099
デルタヘッジ,-6.169068
デルタヘッジ,-7.4337025
デルタヘッジ,-9.34256
デルタヘッジ,-8.098098
デルタヘッジ,-9.33461
デルタヘッジ,-11.809781
デルタヘッジ,-3.578866
デルタヘッジ,-6.117196
デルタヘッジ,-6.1128855
デルタヘッジ,-6.399127
デルタヘッジ,-11.283726
デルタヘッジ,-8.355182
デルタヘッジ,-7.57108
デルタヘッジ,-3.0502431
デルタヘッジ,-8.787916
デルタヘッジ,-9.365666
デルタヘッジ,-6.1523657
デルタヘッジ,-9.077798
デルタヘッジ,-8.899585
デルタヘッジ,-6.7571893
デルタヘッジ,-4.019441
デルタヘッジ,-13.024568
デルタヘッジ,-6.200664
デルタヘッジ,-11.622195
デルタヘッジ,-7.6221104
デルタヘッジ,-7.6768374
デルタヘッジ,-9.915934
デルタヘッジ,-7.078314
デルタヘッジ,-8.373455
デルタヘッジ,-8.378909
デルタヘッジ,-8.281332
デルタヘッジ,-9.097992
デルタヘッジ,-8.814207
デルタヘッジ,-8.936402
デルタヘッジ,-8.731729
デルタヘッジ,-8.544743
デルタヘッジ,-7.865445
デルタヘッジ,-7.5922356
デルタヘッジ,-8.692557
デルタヘッジ,-5.868181
デルタヘッジ,-11.137207
デルタヘッジ,-7.5220127
デルタヘッジ,-8.935528
デルタヘッジ,-7.6177554
デルタヘッジ,-6.0674143
デルタヘッジ,-7.6879663
デルタヘッジ,-7.895574
デルタヘッジ,-6.392975
デルタヘッジ,-3.3423617
デルタヘッジ,-12.554275
デルタヘッジ,-12.005594
デルタヘッジ,-10.719165
デルタヘッジ,-8.327817
デルタヘッジ,-7.539818
デルタヘッジ,-10.943914
デルタヘッジ,-8.4481535
デルタヘッジ,-7.6775208
デルタヘッジ,-8.88427
デルタヘッジ,-8.006436
デルタヘッジ,-6.8704553
デルタヘッジ,-7.362964
デルタヘッジ,-5.4189806
デルタヘッジ,-6.567977
デルタヘッジ,-5.60232
デルタヘッジ,-7.734608
デルタヘッジ,-7.585989
デルタヘッジ,-12.475243
デルタヘッジ,-8.172684
デルタヘッジ,-3.602562
デルタヘッジ,-5.385223
デルタヘッジ,-3.8416986
デルタヘッジ,-9.696964
デルタヘッジ,-8.5864315
デルタヘッジ,-8.940054
デルタヘッジ,-11.502119
デルタヘッジ,-8.0814
デルタヘッジ,-14.736593
デルタヘッジ,-7.6979647
デルタヘッジ,-8.553633
デルタヘッジ,-8.775228
デルタヘッジ,-7.802693
デルタヘッジ,-11.421893
デルタヘッジ,-7.669485
デルタヘッジ,-8.0786915
デルタヘッジ,-5.0676713
デルタヘッジ,-8.76797
デルタヘッジ,-6.959898
デルタヘッジ,-7.337724
デルタヘッジ,-10.070866
デルタヘッジ,-8.289999
デルタヘッジ,-10.798623
デルタヘッジ,-8.276961
デルタヘッジ,-9.979844
デルタヘッジ,-7.214539
デルタヘッジ,-5.6462493
デルタヘッジ,-13.731618
デルタヘッジ,-8.129487
デルタヘッジ,-8.961164
デルタヘッジ,-6.7329354
デルタヘッジ,-7.693133
デルタヘッジ,-8.085518
デルタヘッジ,-7.4811144
デルタヘッジ,-7.694193
デルタヘッジ,-8.617232
デルタヘッジ,-6.0277877
デルタヘッジ,-7.6352305
デルタヘッジ,-8.489522
デルタヘッジ,-6.430562
デルタヘッジ,-11.178295
デルタヘッジ,-9.021859
デルタヘッジ,-14.383865
デルタヘッジ,-8.785673
デルタヘッジ,-4.3078985
デルタヘッジ,-6.9827447
デルタヘッジ,-6.910348
デルタヘッジ,-7.991515
デルタヘッジ,-10.259818
デルタヘッジ,-6.13974
デルタヘッジ,-9.102049
デルタヘッジ,-7.493963
デルタヘッジ,-5.571635
デルタヘッジ,-4.0775447
デルタヘッジ,-6.7535505
デルタヘッジ,-9.06589
デルタヘッジ,-8.717257
デルタヘッジ,-8.713479
デルタヘッジ,-8.170387
デルタヘッジ,-7.44776
デルタヘッジ,-6.798314
デルタヘッジ,-6.6765985
デルタヘッジ,-9.033517
デルタヘッジ,-9.002285
デルタヘッジ,-8.3475065
デルタヘッジ,-5.421657
デルタヘッジ,-8.591862
デルタヘッジ,-9.753628
デルタヘッジ,-8.857897
デルタヘッジ,-5.6730614
デルタヘッジ,-7.8761873
デルタヘッジ,-8.598604
デルタヘッジ,-16.91643
デルタヘッジ,-3.8002481
デルタヘッジ,-5.227092
デルタヘッジ,-7.8936086
デルタヘッジ,-9.605303
デルタヘッジ,-8.752272
デルタヘッジ,-7.9257665
デルタヘッジ,-6.6795073
デルタヘッジ,-7.5993295
デルタヘッジ,-6.1474833
デルタヘッジ,-8.047622
デルタヘッジ,-8.870791
デルタヘッジ,-5.390949
デルタヘッジ,-6.0532694
デルタヘッジ,-7.095325
デルタヘッジ,-7.553908
デルタヘッジ,-8.692965
デルタヘッジ,-9.864863
デルタヘッジ,-10.729053
デルタヘッジ,-8.692476
デルタヘッジ,-6.7782288
デルタヘッジ,-9.050029
デルタヘッジ,-11.83413
デルタヘッジ,-6.875951
